Code,State,Sector,Obs,Employment,Members,Covered,%Mem,%Cov
33,Illinois,Total,"5,039","5,588,605","812,397","856,590",14.5,15.3
33,Illinois,Private,"4,421","4,918,290","479,233","503,293",9.7,10.2
33,Illinois,Public,618,"670,315","333,164","353,297",49.7,52.7
33,Illinois,Priv. Construction,231,"257,098","94,390","95,555",36.7,37.2
33,Illinois,Priv. Manufacturing,637,"716,583","82,892","84,027",11.6,11.7
32,Indiana,Total,"2,858","2,925,604","303,410","334,214",10.4,11.4
32,Indiana,Private,"2,495","2,560,049","202,019","217,485",7.9,8.5
32,Indiana,Public,363,"365,555","101,391","116,729",27.7,31.9
32,Indiana,Priv. Construction,146,"147,811","36,712","36,712",24.8,24.8
32,Indiana,Priv. Manufacturing,570,"570,203","80,241","85,010",14.1,14.9
42,Iowa,Total,"2,039","1,453,288","128,500","152,651",8.8,10.5
42,Iowa,Private,"1,721","1,229,438","62,835","72,097",5.1,5.9
42,Iowa,Public,318,"223,849","65,665","80,554",29.3,36
42,Iowa,Priv. Construction,113,"82,362","11,994","13,034",14.6,15.8
42,Iowa,Priv. Manufacturing,263,"184,009","20,774","21,735",11.3,11.8
47,Kansas,Total,"2,131","1,275,614","109,155","131,839",8.6,10.3
47,Kansas,Private,"1,780","1,072,510","62,797","73,972",5.9,6.9
47,Kansas,Public,351,"203,105","46,358","57,868",22.8,28.5
47,Kansas,Priv. Construction,106,"65,364","6,885","6,885",10.5,10.5
47,Kansas,Priv. Manufacturing,310,"184,368","20,955","26,364",11.4,14.3
61,Kentucky,Total,"1,932","1,707,657","189,684","228,348",11.1,13.4
61,Kentucky,Private,"1,621","1,438,436","132,520","159,412",9.2,11.1
61,Kentucky,Public,311,"269,221","57,164","68,936",21.2,25.6
61,Kentucky,Priv. Construction,109,"95,860","19,541","19,541",20.4,20.4
61,Kentucky,Priv. Manufacturing,240,"217,962","33,794","36,327",15.5,16.7
72,Louisiana,Total,"3,533","1,797,376","75,220","88,053",4.2,4.9
72,Louisiana,Private,"2,887","1,473,576","34,459","38,851",2.3,2.6
72,Louisiana,Public,646,"323,800","40,761","49,202",12.6,15.2
72,Louisiana,Priv. Construction,240,"124,839","6,643","6,643",5.3,5.3
72,Louisiana,Priv. Manufacturing,280,"142,724","9,806","11,255",6.9,7.9
11,Maine,Total,"1,409","567,907","64,742","76,828",11.4,13.5
11,Maine,Private,"1,174","477,845","21,517","24,506",4.5,5.1
11,Maine,Public,235,"90,062","43,225","52,322",48,58.1
11,Maine,Priv. Construction,55,"22,260","1,037","1,423",4.7,6.4
11,Maine,Priv. Manufacturing,137,"54,752","5,635","6,385",10.3,11.7
52,Maryland,Total,"2,331","2,817,077","309,362","346,753",11,12.3
52,Maryland,Private,"1,753","2,122,369","118,671","140,688",5.6,6.6
52,Maryland,Public,578,"694,707","190,691","206,065",27.4,29.7
52,Maryland,Priv. Construction,146,"180,547","22,980","27,668",12.7,15.3
52,Maryland,Priv. Manufacturing,98,"115,741","4,465","4,465",3.9,3.9
14,Massachusetts,Total,"3,687","3,162,374","381,857","406,933",12.1,12.9
14,Massachusetts,Private,"3,217","2,764,442","176,533","191,055",6.4,6.9
14,Massachusetts,Public,470,"397,933","205,324","215,877",51.6,54.2
14,Massachusetts,Priv. Construction,174,"146,595","21,324","23,017",14.5,15.7
14,Massachusetts,Priv. Manufacturing,362,"300,889","21,755","21,755",7.2,7.2
34,Michigan,Total,"3,706","4,196,586","606,868","651,382",14.5,15.5
34,Michigan,Private,"3,245","3,689,593","372,252","399,634",10.1,10.8
34,Michigan,Public,461,"506,993","234,617","251,748",46.3,49.7
34,Michigan,Priv. Construction,154,"171,831","32,227","32,227",18.8,18.8
34,Michigan,Priv. Manufacturing,756,"854,738","133,776","137,199",15.7,16.1
41,Minnesota,Total,"2,325","2,562,086","364,143","387,652",14.2,15.1
41,Minnesota,Private,"1,956","2,162,054","180,019","190,593",8.3,8.8
41,Minnesota,Public,369,"400,032","184,124","197,058",46,49.3
41,Minnesota,Priv. Construction,112,"126,115","45,568","46,881",36.1,37.2
41,Minnesota,Priv. Manufacturing,385,"420,414","41,727","44,836",9.9,10.7
64,Mississippi,Total,"2,747","1,107,587","73,352","89,463",6.6,8.1
64,Mississippi,Private,"2,175","882,406","43,487","54,651",4.9,6.2
64,Mississippi,Public,572,"225,181","29,865","34,811",13.3,15.5
64,Mississippi,Priv. Construction,125,"51,222","3,630","4,133",7.1,8.1
64,Mississippi,Priv. Manufacturing,423,"172,656","19,626","23,594",11.4,13.7
43,Missouri,Total,"2,398","2,715,685","261,810","289,945",9.6,10.7
43,Missouri,Private,"2,064","2,348,375","178,777","188,961",7.6,8
43,Missouri,Public,334,"367,310","83,034","100,984",22.6,27.5
43,Missouri,Priv. Construction,127,"143,625","39,867","39,867",27.8,27.8
43,Missouri,Priv. Manufacturing,275,"314,239","54,493","56,150",17.3,17.9
81,Montana,Total,"3,198","417,683","49,620","58,091",11.9,13.9
81,Montana,Private,"2,543","333,936","21,506","24,250",6.4,7.3
81,Montana,Public,655,"83,747","28,114","33,841",33.6,40.4
81,Montana,Priv. Construction,180,"23,871","2,178","2,313",9.1,9.7
81,Montana,Priv. Manufacturing,180,"23,578","3,993","4,160",16.9,17.6
46,Nebraska,Total,"2,260","876,001","64,430","74,353",7.4,8.5
46,Nebraska,Private,"1,919","748,146","27,375","32,250",3.7,4.3
46,Nebraska,Public,341,"127,854","37,055","42,102",29,32.9
46,Nebraska,Priv. Construction,128,"53,003","4,449","4,449",8.4,8.4
46,Nebraska,Priv. Manufacturing,265,"103,300","8,976","8,976",8.7,8.7
88,Nevada,Total,"2,029","1,213,562","146,225","181,771",12,15
88,Nevada,Private,"1,758","1,051,799","101,720","119,514",9.7,11.4
88,Nevada,Public,271,"161,763","44,506","62,257",27.5,38.5
88,Nevada,Priv. Construction,132,"80,663","13,498","13,498",16.7,16.7
88,Nevada,Priv. Manufacturing,84,"48,874","2,319","2,865",4.7,5.9
12,New Hampshire,Total,"2,572","668,177","62,893","73,780",9.4,11
12,New Hampshire,Private,"2,199","572,238","19,870","23,288",3.5,4.1
12,New Hampshire,Public,373,"95,939","43,023","50,492",44.8,52.6
12,New Hampshire,Priv. Construction,121,"32,957","3,132","3,410",9.5,10.3
12,New Hampshire,Priv. Manufacturing,358,"91,758","1,241","1,474",1.4,1.6
22,New Jersey,Total,"3,605","4,001,256","643,219","666,064",16.1,16.6
22,New Jersey,Private,"3,021","3,358,242","278,051","290,483",8.3,8.6
22,New Jersey,Public,584,"643,014","365,168","375,581",56.8,58.4
22,New Jersey,Priv. Construction,163,"178,756","40,097","40,097",22.4,22.4
22,New Jersey,Priv. Manufacturing,315,"342,425","18,550","18,550",5.4,5.4
85,New Mexico,Total,"2,785","783,572","49,254","64,339",6.3,8.2
85,New Mexico,Private,"2,109","595,729","16,387","21,816",2.8,3.7
85,New Mexico,Public,676,"187,843","32,867","42,524",17.5,22.6
85,New Mexico,Priv. Construction,161,"46,725","1,770","1,770",3.8,3.8
85,New Mexico,Priv. Manufacturing,133,"36,774",508,992,1.4,2.7
21,New York,Total,"6,683","8,230,551","1,941,349","2,074,805",23.6,25.2
21,New York,Private,"5,528","6,851,670","1,013,826","1,106,916",14.8,16.2
21,New York,Public,"1,155","1,378,882","927,522","967,889",67.3,70.2
21,New York,Priv. Construction,312,"398,001","122,255","125,664",30.7,31.6
21,New York,Priv. Manufacturing,447,"539,517","62,013","65,591",11.5,12.2
56,North Carolina,Total,"3,705","4,229,823","128,802","174,064",3,4.1
56,North Carolina,Private,"3,175","3,642,444","61,858","89,021",1.7,2.4
56,North Carolina,Public,530,"587,379","66,944","85,043",11.4,14.5
56,North Carolina,Priv. Construction,204,"242,171","7,799","7,799",3.2,3.2
56,North Carolina,Priv. Manufacturing,501,"574,628","10,160","15,283",1.8,2.7
44,North Dakota,Total,"2,704","362,630","20,088","25,128",5.5,6.9
44,North Dakota,Private,"2,227","299,597","9,909","13,852",3.3,4.6
44,North Dakota,Public,477,"63,033","10,179","11,277",16.1,17.9
44,North Dakota,Priv. Construction,181,"23,950","1,496","1,877",6.2,7.8
44,North Dakota,Priv. Manufacturing,176,"23,109","2,082","3,096",9,13.4
31,Ohio,Total,"4,416","4,972,895","616,306","701,149",12.4,14.1
31,Ohio,Private,"3,819","4,308,999","329,588","384,681",7.6,8.9
31,Ohio,Public,597,"663,896","286,717","316,469",43.2,47.7
31,Ohio,Priv. Construction,202,"226,908","51,208","52,636",22.6,23.2
31,Ohio,Priv. Manufacturing,785,"873,696","124,851","137,125",14.3,15.7
73,Oklahoma,Total,"2,206","1,480,682","79,482","96,963",5.4,6.5
73,Oklahoma,Private,"1,772","1,200,328","39,047","48,505",3.3,4
73,Oklahoma,Public,434,"280,354","40,435","48,458",14.4,17.3
73,Oklahoma,Priv. Construction,124,"85,734","4,065","5,818",4.7,6.8
73,Oklahoma,Priv. Manufacturing,189,"126,513","12,692","15,351",10,12.1
92,Oregon,Total,"2,408","1,689,980","227,743","266,599",13.5,15.8
92,Oregon,Private,"2,070","1,456,742","110,409","141,502",7.6,9.7
92,Oregon,Public,338,"233,238","117,334","125,097",50.3,53.6
92,Oregon,Priv. Construction,124,"87,044","13,877","15,877",15.9,18.2
92,Oregon,Priv. Manufacturing,312,"222,759","16,546","19,726",7.4,8.9
23,Pennsylvania,Total,"4,934","5,690,294","686,583","725,365",12.1,12.7
23,Pennsylvania,Private,"4,379","5,064,075","374,550","397,336",7.4,7.8
23,Pennsylvania,Public,555,"626,219","312,033","328,030",49.8,52.4
23,Pennsylvania,Priv. Construction,242,"271,126","46,477","47,498",17.1,17.5
23,Pennsylvania,Priv. Manufacturing,636,"712,891","94,477","99,840",13.3,14
15,Rhode Island,Total,"1,600","482,075","74,423","81,523",15.4,16.9
15,Rhode Island,Private,"1,372","415,097","33,498","38,791",8.1,9.3
15,Rhode Island,Public,228,"66,978","40,925","42,731",61.1,63.8
15,Rhode Island,Priv. Construction,63,"19,476","3,354","3,354",17.2,17.2
15,Rhode Island,Priv. Manufacturing,187,"55,410","3,404","3,725",6.1,6.7
57,South Carolina,Total,"2,449","1,981,424","32,234","51,849",1.6,2.6
57,South Carolina,Private,"2,030","1,653,953","13,393","25,569",0.8,1.5
57,South Carolina,Public,419,"327,471","18,840","26,280",5.8,8
57,South Carolina,Priv. Construction,128,"105,890",0,834,0,0.8
57,South Carolina,Priv. Manufacturing,343,"277,438","2,157","6,089",0.8,2.2
45,South Dakota,Total,"1,970","378,258","19,615","26,344",5.2,7
45,South Dakota,Private,"1,642","315,804","8,022","10,976",2.5,3.5
45,South Dakota,Public,328,"62,454","11,593","15,368",18.6,24.6
45,South Dakota,Priv. Construction,90,"18,120",168,168,0.9,0.9
45,South Dakota,Priv. Manufacturing,271,"53,024","3,862","4,306",7.3,8.1
62,Tennessee,Total,"3,036","2,742,750","157,367","173,880",5.7,6.3
62,Tennessee,Private,"2,611","2,365,784","100,873","111,154",4.3,4.7
62,Tennessee,Public,425,"376,966","56,494","62,726",15,16.6
62,Tennessee,Priv. Construction,157,"142,465","14,419","14,419",10.1,10.1
62,Tennessee,Priv. Manufacturing,410,"361,028","30,362","31,918",8.4,8.8
74,Texas,Total,"9,216","11,456,932","461,663","605,612",4,5.3
74,Texas,Private,"7,837","9,785,504","208,665","295,960",2.1,3
74,Texas,Public,"1,379","1,671,428","252,999","309,652",15.1,18.5
74,Texas,Priv. Construction,722,"932,107","19,243","22,868",2.1,2.5
74,Texas,Priv. Manufacturing,789,"985,160","24,302","37,430",2.5,3.8
87,Utah,Total,"2,679","1,319,715","62,027","79,160",4.7,6
87,Utah,Private,"2,254","1,115,394","26,422","35,078",2.4,3.1
87,Utah,Public,425,"204,321","35,605","44,082",17.4,21.6
87,Utah,Priv. Construction,174,"86,978","3,056","3,056",3.5,3.5
87,Utah,Priv. Manufacturing,349,"173,705","4,579","7,223",2.6,4.2
13,Vermont,Total,"2,356","289,757","33,181","37,210",11.5,12.8
13,Vermont,Private,"1,994","246,877","13,586","15,512",5.5,6.3
13,Vermont,Public,362,"42,879","19,595","21,698",45.7,50.6
13,Vermont,Priv. Construction,96,"12,125",693,813,5.7,6.7
13,Vermont,Priv. Manufacturing,296,"36,861","1,573","1,782",4.3,4.8
54,Virginia,Total,"3,156","3,748,452","160,093","226,434",4.3,6
54,Virginia,Private,"2,470","2,967,782","80,415","113,573",2.7,3.8
54,Virginia,Public,686,"780,670","79,678","112,862",10.2,14.5
54,Virginia,Priv. Construction,167,"202,541","11,174","15,742",5.5,7.8
54,Virginia,Priv. Manufacturing,222,"261,588","15,936","21,086",6.1,8.1
91,Washington,Total,"2,881","3,090,427","538,352","576,362",17.4,18.6
91,Washington,Private,"2,382","2,572,558","258,515","280,860",10,10.9
91,Washington,Public,499,"517,869","279,836","295,502",54,57.1
91,Washington,Priv. Construction,148,"158,039","28,860","30,001",18.3,19
91,Washington,Priv. Manufacturing,320,"342,148","74,063","78,073",21.6,22.8
55,West Virginia,Total,"3,084","667,880","78,695","87,907",11.8,13.2
55,West Virginia,Private,"2,426","529,437","47,191","50,995",8.9,9.6
55,West Virginia,Public,658,"138,444","31,504","36,913",22.8,26.7
55,West Virginia,Priv. Construction,130,"29,174","5,261","5,780",18,19.8
55,West Virginia,Priv. Manufacturing,361,"79,387","12,615","13,058",15.9,16.4
35,Wisconsin,Total,"2,533","2,694,724","218,233","243,377",8.1,9
35,Wisconsin,Private,"2,148","2,292,106","126,847","137,322",5.5,6
35,Wisconsin,Public,385,"402,618","91,386","106,055",22.7,26.3
35,Wisconsin,Priv. Construction,114,"113,238","31,338","33,814",27.7,29.9
35,Wisconsin,Priv. Manufacturing,466,"486,136","53,664","55,950",11,11.5
83,Wyoming,Total,"2,476","248,443","15,664","18,180",6.3,7.3
83,Wyoming,Private,"1,820","183,321","8,689","9,952",4.7,5.4
83,Wyoming,Public,656,"65,122","6,975","8,228",10.7,12.6
83,Wyoming,Priv. Construction,174,"18,889",810,810,4.3,4.3
83,Wyoming,Priv. Manufacturing,107,"10,736",487,700,4.5,6.5
,,,,,,,,
,,,,,,,,
,,,,,,,,
