Code,State,Sector,Obs,Employment,Members,Covered,%Mem,%Cov
16,Connecticut,Priv. Manufacturing,464,"182,082","17,433","20,432",9.6,11.2
51,Delaware,Total,"2,587","377,997","39,393","44,501",10.4,11.8
51,Delaware,Private,"2,178","319,735","17,785","21,006",5.6,6.6
51,Delaware,Public,409,"58,263","21,608","23,495",37.1,40.3
51,Delaware,Priv. Construction,126,"18,496","1,269","1,269",6.9,6.9
51,Delaware,Priv. Manufacturing,214,"30,614","1,994","2,254",6.5,7.4
53,D.C.,Total,"2,633","308,891","26,628","31,728",8.6,10.3
53,D.C.,Private,"1,904","225,668","12,613","14,699",5.6,6.5
53,D.C.,Public,729,"83,223","14,014","17,029",16.8,20.5
53,D.C.,Priv. Construction,64,"8,101",204,204,2.5,2.5
53,D.C.,Priv. Manufacturing,21,"2,480",0,0,0,0
59,Florida,Total,"6,205","7,598,871","438,804","553,466",5.8,7.3
59,Florida,Private,"5,268","6,471,757","156,661","211,713",2.4,3.3
59,Florida,Public,937,"1,127,115","282,143","341,753",25,30.3
59,Florida,Priv. Construction,295,"369,639","8,882","8,882",2.4,2.4
59,Florida,Priv. Manufacturing,326,"391,270","14,131","17,540",3.6,4.5
58,Georgia,Total,"3,310","3,912,100","170,726","210,048",4.4,5.4
58,Georgia,Private,"2,736","3,246,164","100,725","122,933",3.1,3.8
58,Georgia,Public,574,"665,937","70,001","87,114",10.5,13.1
58,Georgia,Priv. Construction,180,"217,020","9,100","9,100",4.2,4.2
58,Georgia,Priv. Manufacturing,342,"400,055","11,622","14,745",2.9,3.7
95,Hawaii,Total,"2,517","537,784","116,589","124,794",21.7,23.2
95,Hawaii,Private,"1,980","423,905","62,060","66,483",14.6,15.7
95,Hawaii,Public,537,"113,879","54,529","58,311",47.9,51.2
95,Hawaii,Priv. Construction,168,"36,372","12,178","12,178",33.5,33.5
95,Hawaii,Priv. Manufacturing,65,"14,015","1,297","1,297",9.3,9.3
82,Idaho,Total,"1,754","613,845","29,216","35,721",4.8,5.8
82,Idaho,Private,"1,433","503,706","15,973","18,871",3.2,3.7
82,Idaho,Public,321,"110,139","13,244","16,850",12,15.3
82,Idaho,Priv. Construction,87,"31,028","3,133","3,406",10.1,11
82,Idaho,Priv. Manufacturing,199,"69,445","3,992","4,342",5.7,6.3
33,Illinois,Total,"5,279","5,491,469","800,434","851,053",14.6,15.5
33,Illinois,Private,"4,581","4,776,040","444,028","469,131",9.3,9.8
33,Illinois,Public,698,"715,429","356,406","381,922",49.8,53.4
33,Illinois,Priv. Construction,207,"219,688","84,000","87,720",38.2,39.9
33,Illinois,Priv. Manufacturing,672,"698,604","94,609","99,460",13.5,14.2
32,Indiana,Total,"2,533","2,701,025","245,383","268,310",9.1,9.9
32,Indiana,Private,"2,223","2,379,487","172,021","182,061",7.2,7.7
32,Indiana,Public,310,"321,538","73,362","86,249",22.8,26.8
32,Indiana,Priv. Construction,118,"129,487","38,831","38,831",30,30
32,Indiana,Priv. Manufacturing,481,"517,688","72,599","79,902",14,15.4
42,Iowa,Total,"3,455","1,390,968","144,371","171,360",10.4,12.3
42,Iowa,Private,"2,868","1,156,566","63,611","68,107",5.5,5.9
42,Iowa,Public,587,"234,402","80,760","103,253",34.5,44
42,Iowa,Priv. Construction,121,"48,955","6,714","6,714",13.7,13.7
42,Iowa,Priv. Manufacturing,604,"243,543","37,078","38,643",15.2,15.9
47,Kansas,Total,"2,477","1,246,900","85,420","104,606",6.9,8.4
47,Kansas,Private,"1,963","992,626","40,070","49,173",4,5
47,Kansas,Public,514,"254,275","45,351","55,432",17.8,21.8
47,Kansas,Priv. Construction,108,"56,637","5,233","5,233",9.2,9.2
47,Kansas,Priv. Manufacturing,329,"167,658","16,936","21,169",10.1,12.6
61,Kentucky,Total,"2,387","1,745,308","173,706","198,086",10,11.3
61,Kentucky,Private,"1,968","1,440,717","101,628","115,632",7.1,8
61,Kentucky,Public,419,"304,591","72,078","82,454",23.7,27.1
61,Kentucky,Priv. Construction,94,"67,318","7,465","7,465",11.1,11.1
61,Kentucky,Priv. Manufacturing,340,"239,942","35,424","38,155",14.8,15.9
72,Louisiana,Total,"1,465","1,733,922","107,721","130,003",6.2,7.5
72,Louisiana,Private,"1,222","1,456,650","53,456","67,387",3.7,4.6
72,Louisiana,Public,243,"277,272","54,264","62,617",19.6,22.6
72,Louisiana,Priv. Construction,97,"119,415","6,498","6,498",5.4,5.4
72,Louisiana,Priv. Manufacturing,128,"153,658","16,912","20,287",11,13.2
11,Maine,Total,"2,898","559,062","64,237","77,608",11.5,13.9
11,Maine,Private,"2,442","473,189","25,479","28,573",5.4,6
11,Maine,Public,456,"85,873","38,758","49,035",45.1,57.1
11,Maine,Priv. Construction,133,"25,016",344,344,1.4,1.4
11,Maine,Priv. Manufacturing,297,"56,960","9,917","10,108",17.4,17.7
52,Maryland,Total,"4,292","2,636,939","278,827","324,464",10.6,12.3
52,Maryland,Private,"3,250","2,001,319","109,807","125,611",5.5,6.3
52,Maryland,Public,"1,042","635,620","169,020","198,853",26.6,31.3
52,Maryland,Priv. Construction,247,"149,618","16,119","19,196",10.8,12.8
52,Maryland,Priv. Manufacturing,211,"129,179","12,736","12,736",9.9,9.9
14,Massachusetts,Total,"2,653","2,903,336","416,340","470,154",14.3,16.2
14,Massachusetts,Private,"2,290","2,516,403","185,129","222,802",7.4,8.9
14,Massachusetts,Public,363,"386,933","231,211","247,352",59.8,63.9
14,Massachusetts,Priv. Construction,106,"115,408","19,061","20,319",16.5,17.6
14,Massachusetts,Priv. Manufacturing,218,"230,604","16,674","18,619",7.2,8.1
34,Michigan,Total,"3,702","3,784,762","628,798","647,866",16.6,17.1
34,Michigan,Private,"3,238","3,317,701","375,163","389,063",11.3,11.7
34,Michigan,Public,464,"467,061","253,635","258,803",54.3,55.4
34,Michigan,Priv. Construction,124,"127,321","23,994","23,994",18.8,18.8
34,Michigan,Priv. Manufacturing,681,"695,602","124,343","127,173",17.9,18.3
41,Minnesota,Total,"4,527","2,465,501","350,503","367,464",14.2,14.9
41,Minnesota,Private,"3,893","2,125,995","164,157","174,378",7.7,8.2
41,Minnesota,Public,634,"339,506","186,347","193,086",54.9,56.9
41,Minnesota,Priv. Construction,188,"107,469","28,270","28,817",26.3,26.8
41,Minnesota,Priv. Manufacturing,657,"359,650","24,837","25,379",6.9,7.1
64,Mississippi,Total,"1,391","1,115,953","47,875","63,818",4.3,5.7
64,Mississippi,Private,"1,080","870,661","25,690","29,893",3,3.4
64,Mississippi,Public,311,"245,292","22,185","33,925",9,13.8
64,Mississippi,Priv. Construction,70,"59,643",932,932,1.6,1.6
64,Mississippi,Priv. Manufacturing,216,"169,271","9,494","10,517",5.6,6.2
43,Missouri,Total,"2,728","2,504,074","224,093","253,066",8.9,10.1
43,Missouri,Private,"2,328","2,140,621","154,370","168,916",7.2,7.9
43,Missouri,Public,400,"363,454","69,723","84,150",19.2,23.2
43,Missouri,Priv. Construction,131,"120,244","34,911","37,466",29,31.2
43,Missouri,Priv. Manufacturing,315,"288,162","32,858","35,329",11.4,12.3
81,Montana,Total,"1,442","392,769","54,493","64,698",13.9,16.5
81,Montana,Private,"1,101","304,297","17,561","24,418",5.8,8
81,Montana,Public,341,"88,471","36,932","40,280",41.7,45.5
81,Montana,Priv. Construction,68,"18,865","4,270","4,548",22.6,24.1
81,Montana,Priv. Manufacturing,58,"15,550","2,137","2,515",13.7,16.2
46,Nebraska,Total,"2,894","863,209","51,441","70,011",6,8.1
46,Nebraska,Private,"2,378","713,109","24,090","32,422",3.4,4.5
46,Nebraska,Public,516,"150,099","27,351","37,589",18.2,25
46,Nebraska,Priv. Construction,133,"40,617","3,251","3,251",8,8
46,Nebraska,Priv. Manufacturing,395,"118,325","6,750","10,000",5.7,8.5
88,Nevada,Total,"2,448","1,100,217","162,349","181,039",14.8,16.5
88,Nevada,Private,"2,140","963,611","107,352","117,630",11.1,12.2
88,Nevada,Public,308,"136,606","54,997","63,409",40.3,46.4
88,Nevada,Priv. Construction,122,"54,931","11,647","11,647",21.2,21.2
88,Nevada,Priv. Manufacturing,119,"53,345","5,591","5,591",10.5,10.5
12,New Hampshire,Total,"3,877","621,238","65,291","74,375",10.5,12
12,New Hampshire,Private,"3,309","531,959","22,286","25,160",4.2,4.7
12,New Hampshire,Public,568,"89,279","43,006","49,215",48.2,55.1
12,New Hampshire,Priv. Construction,180,"29,175","3,136","3,461",10.7,11.9
12,New Hampshire,Priv. Manufacturing,496,"79,118","2,681","2,846",3.4,3.6
22,New Jersey,Total,"3,517","3,797,439","611,190","636,359",16.1,16.8
22,New Jersey,Private,"2,992","3,233,261","274,377","291,301",8.5,9
22,New Jersey,Public,525,"564,178","336,813","345,058",59.7,61.2
22,New Jersey,Priv. Construction,165,"181,081","44,434","44,434",24.5,24.5
22,New Jersey,Priv. Manufacturing,329,"347,539","28,499","30,563",8.2,8.8
85,New Mexico,Total,"1,238","779,227","50,339","68,071",6.5,8.7
85,New Mexico,Private,872,"549,991","15,362","20,467",2.8,3.7
85,New Mexico,Public,366,"229,236","34,977","47,604",15.3,20.8
85,New Mexico,Priv. Construction,60,"40,241","2,569","2,569",6.4,6.4
85,New Mexico,Priv. Manufacturing,58,"35,202",596,"2,323",1.7,6.6
21,New York,Total,"6,968","7,932,316","1,836,445","1,969,977",23.2,24.8
21,New York,Private,"5,745","6,577,742","873,465","973,602",13.3,14.8
21,New York,Public,"1,223","1,354,573","962,980","996,375",71.1,73.6
21,New York,Priv. Construction,307,"351,727","74,361","76,931",21.1,21.9
21,New York,Priv. Manufacturing,526,"580,784","64,120","72,267",11,12.4
56,North Carolina,Total,"3,166","3,804,593","111,482","161,415",2.9,4.2
56,North Carolina,Private,"2,633","3,181,322","56,841","79,540",1.8,2.5
56,North Carolina,Public,533,"623,271","54,641","81,875",8.8,13.1
56,North Carolina,Priv. Construction,175,"219,075","2,549","2,549",1.2,1.2
56,North Carolina,Priv. Manufacturing,390,"459,685","17,882","20,901",3.9,4.5
44,North Dakota,Total,"2,400","329,119","19,965","26,929",6.1,8.2
44,North Dakota,Private,"1,912","262,345","9,031","12,483",3.4,4.8
44,North Dakota,Public,488,"66,774","10,934","14,446",16.4,21.6
44,North Dakota,Priv. Construction,147,"20,755","1,795","1,795",8.6,8.6
44,North Dakota,Priv. Manufacturing,169,"23,051","1,727","2,420",7.5,10.5
31,Ohio,Total,"4,452","4,798,963","604,325","664,664",12.6,13.9
31,Ohio,Private,"3,852","4,160,550","350,967","383,280",8.4,9.2
31,Ohio,Public,600,"638,414","253,358","281,384",39.7,44.1
31,Ohio,Priv. Construction,184,"198,649","52,116","52,116",26.2,26.2
31,Ohio,Priv. Manufacturing,736,"774,611","119,434","127,001",15.4,16.4
73,Oklahoma,Total,"1,858","1,529,999","114,506","139,331",7.5,9.1
73,Oklahoma,Private,"1,450","1,192,379","50,896","60,936",4.3,5.1
73,Oklahoma,Public,408,"337,620","63,610","78,394",18.8,23.2
73,Oklahoma,Priv. Construction,79,"68,871","2,253","3,461",3.3,5
73,Oklahoma,Priv. Manufacturing,184,"155,836","6,560","6,560",4.2,4.2
92,Oregon,Total,"2,214","1,527,065","240,658","250,512",15.8,16.4
92,Oregon,Private,"1,827","1,261,334","108,025","112,554",8.6,8.9
92,Oregon,Public,387,"265,731","132,633","137,958",49.9,51.9
92,Oregon,Priv. Construction,107,"73,947","9,981","9,981",13.5,13.5
92,Oregon,Priv. Manufacturing,277,"188,232","19,840","20,378",10.5,10.8
23,Pennsylvania,Total,"5,159","5,449,224","732,249","785,292",13.4,14.4
23,Pennsylvania,Private,"4,531","4,796,104","375,416","408,402",7.8,8.5
23,Pennsylvania,Public,628,"653,121","356,833","376,890",54.6,57.7
23,Pennsylvania,Priv. Construction,235,"241,797","49,252","50,248",20.4,20.8
23,Pennsylvania,Priv. Manufacturing,675,"690,405","72,767","79,000",10.5,11.4
15,Rhode Island,Total,"2,804","455,284","81,120","83,860",17.8,18.4
15,Rhode Island,Private,"2,355","385,824","38,864","40,456",10.1,10.5
15,Rhode Island,Public,449,"69,460","42,256","43,404",60.8,62.5
15,Rhode Island,Priv. Construction,100,"16,117","3,476","3,643",21.6,22.6
15,Rhode Island,Priv. Manufacturing,323,"51,788","5,382","5,717",10.4,11
57,South Carolina,Total,"2,035","1,773,172","58,413","81,736",3.3,4.6
57,South Carolina,Private,"1,653","1,452,254","19,043","33,361",1.3,2.3
57,South Carolina,Public,382,"320,918","39,370","48,375",12.3,15.1
57,South Carolina,Priv. Construction,100,"90,554",822,"1,787",0.9,2
57,South Carolina,Priv. Manufacturing,297,"258,457","4,812","8,825",1.9,3.4
45,South Dakota,Total,"2,672","351,590","19,526","23,576",5.6,6.7
45,South Dakota,Private,"2,185","287,075","8,895","9,591",3.1,3.3
45,South Dakota,Public,487,"64,515","10,631","13,986",16.5,21.7
45,South Dakota,Priv. Construction,133,"17,271","1,183","1,183",6.9,6.9
45,South Dakota,Priv. Manufacturing,355,"45,618","2,017","2,253",4.4,4.9
62,Tennessee,Total,"2,149","2,590,205","124,331","151,748",4.8,5.9
62,Tennessee,Private,"1,795","2,168,661","62,453","77,150",2.9,3.6
62,Tennessee,Public,354,"421,544","61,879","74,598",14.7,17.7
62,Tennessee,Priv. Construction,108,"135,526","8,485","9,982",6.3,7.4
62,Tennessee,Priv. Manufacturing,305,"365,632","21,796","21,796",6,6
74,Texas,Total,"8,911","10,585,766","598,103","719,321",5.7,6.8
74,Texas,Private,"7,587","9,041,450","304,196","377,931",3.4,4.2
74,Texas,Public,"1,324","1,544,316","293,907","341,389",19,22.1
74,Texas,Priv. Construction,547,"665,731","25,046","28,532",3.8,4.3
74,Texas,Priv. Manufacturing,861,"1,033,258","78,256","98,266",7.6,9.5
87,Utah,Total,"2,134","1,181,074","60,829","77,714",5.2,6.6
87,Utah,Private,"1,764","978,123","28,716","40,052",2.9,4.1
87,Utah,Public,370,"202,950","32,113","37,663",15.8,18.6
87,Utah,Priv. Construction,118,"65,965","3,828","4,874",5.8,7.4
87,Utah,Priv. Manufacturing,255,"139,664","6,289","8,063",4.5,5.8
13,Vermont,Total,"2,593","288,100","30,969","37,609",10.7,13.1
13,Vermont,Private,"2,143","239,274","9,803","11,539",4.1,4.8
13,Vermont,Public,450,"48,825","21,165","26,070",43.3,53.4
13,Vermont,Priv. Construction,110,"12,543",247,441,2,3.5
13,Vermont,Priv. Manufacturing,304,"34,046","1,012","1,012",3,3
54,Virginia,Total,"3,804","3,594,507","159,512","197,193",4.4,5.5
54,Virginia,Private,"3,015","2,869,310","86,233","99,921",3,3.5
54,Virginia,Public,789,"725,197","73,280","97,272",10.1,13.4
54,Virginia,Priv. Construction,216,"209,483","11,277","11,277",5.4,5.4
54,Virginia,Priv. Manufacturing,285,"273,893","25,052","27,775",9.1,10.1
91,Washington,Total,"2,855","2,776,978","512,855","540,948",18.5,19.5
91,Washington,Private,"2,310","2,265,510","251,249","267,101",11.1,11.8
91,Washington,Public,545,"511,468","261,606","273,846",51.1,53.5
91,Washington,Priv. Construction,114,"114,950","22,790","23,822",19.8,20.7
91,Washington,Priv. Manufacturing,379,"367,169","85,401","89,659",23.3,24.4
55,West Virginia,Total,"1,625","697,380","83,931","91,211",12,13.1
55,West Virginia,Private,"1,259","543,892","45,685","50,467",8.4,9.3
55,West Virginia,Public,366,"153,488","38,247","40,743",24.9,26.5
55,West Virginia,Priv. Construction,77,"32,636","7,278","7,278",22.3,22.3
55,West Virginia,Priv. Manufacturing,125,"53,863","10,248","10,640",19,19.8
35,Wisconsin,Total,"3,525","2,607,519","292,802","311,758",11.2,12
35,Wisconsin,Private,"3,019","2,235,535","153,752","161,920",6.9,7.2
35,Wisconsin,Public,506,"371,983","139,050","149,839",37.4,40.3
35,Wisconsin,Priv. Construction,108,"80,475","16,979","17,706",21.1,22
35,Wisconsin,Priv. Manufacturing,645,"476,254","63,609","65,744",13.4,13.8
83,Wyoming,Total,"2,297","252,241","16,988","20,479",6.7,8.1
83,Wyoming,Private,"1,727","190,155","8,850","10,710",4.7,5.6
83,Wyoming,Public,570,"62,086","8,138","9,769",13.1,15.7
83,Wyoming,Priv. Construction,115,"12,711",593,593,4.7,4.7
83,Wyoming,Priv. Manufacturing,102,"11,102",612,612,5.5,5.5
,,,,,,,,
,,,,,,,,
,,,,,,,,
